dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
ESRS,"CaixaBank__CaixaBank_0031__For ESRS governance and risk management reporting, does CaixaBank state that climate-related physical and transition risks are embedded within its risk appetite framework?",,CaixaBank,CaixaBank,CaixaBank,"For ESRS governance and risk management reporting, does CaixaBank state that climate-related physical and transition risks are embedded within its risk appetite framework?",CaixaBank_0031,CaixaBank_0031,CaixaBank_0031|CaixaBank_0032|CaixaBank_0122|CaixaBank_0012|CaixaBank_0035,1,1.0,both_rank1,161.893,28.093,161.893,29856,1921,92405,11128
ESRS,"CaixaBank__CaixaBank_0043__Has CaixaBank secured formal approval from its Board of Directors for the bank’s NZBA-aligned decarbonisation targets, confirming top-level governance responsibility for these climate goals?",,CaixaBank,CaixaBank,CaixaBank,"Has CaixaBank secured formal approval from its Board of Directors for the bank’s NZBA-aligned decarbonisation targets, confirming top-level governance responsibility for these climate goals?",CaixaBank_0043,CaixaBank_0004,CaixaBank_0043|CaixaBank_0004|CaixaBank_0042|CaixaBank_0041|CaixaBank_0122,0,1.0,mrr_rank1_only,160.258,21.507,160.258,44511,1281,152532,11094
ESRS,"CaixaBank__CaixaBank_0048__Within its electricity-sector transition plan, does CaixaBank indicate that it may adjust its lending portfolio by prioritising lower-emitting clients and reducing exposure to customers that are not committed to moving toward a low‑carbon pathway as a de‑risking action?",,CaixaBank,CaixaBank,CaixaBank,"Within its electricity-sector transition plan, does CaixaBank indicate that it may adjust its lending portfolio by prioritising lower-emitting clients and reducing exposure to customers that are not committed to moving toward a low‑carbon pathway as a de‑risking action?",CaixaBank_0048,CaixaBank_0048,CaixaBank_0048|CaixaBank_0052|CaixaBank_0047|CaixaBank_0046|CaixaBank_0045_intro,1,1.0,both_rank1,162.507,73.105,162.507,42345,2787,56447,8554
ESRS,CaixaBank__CaixaBank_0056__Has CaixaBank identified the International Energy Agency’s Net Zero 2050 scenario as the benchmark pathway for its emissions‑intensity trajectory in the light vehicle OEM sector?,,CaixaBank,CaixaBank,CaixaBank,Has CaixaBank identified the International Energy Agency’s Net Zero 2050 scenario as the benchmark pathway for its emissions‑intensity trajectory in the light vehicle OEM sector?,CaixaBank_0056,CaixaBank_0054,CaixaBank_0056|CaixaBank_0054|CaixaBank_0055|CaixaBank_0041|CaixaBank_0053_intro,0,1.0,mrr_rank1_only,113.618,55.313,113.618,41655,2841,64649,7189
ESRS,"CaixaBank__CaixaBank_0068__In its sector transition plan for commercial real estate, does CaixaBank mandate, as the foundational step, improving the coverage of energy performance certificates and asset-level emissions data across its financed portfolio to unlock subsequent decarbonisation measures?",,CaixaBank,CaixaBank,CaixaBank,"In its sector transition plan for commercial real estate, does CaixaBank mandate, as the foundational step, improving the coverage of energy performance certificates and asset-level emissions data across its financed portfolio to unlock subsequent decarbonisation measures?",CaixaBank_0068,CaixaBank_0066,CaixaBank_0068|CaixaBank_0066|CaixaBank_0065_intro|CaixaBank_0067|CaixaBank_0041,0,1.0,mrr_rank1_only,98.762,61.89,98.761,48466,4215,64340,6942
ESRS,"CaixaBank__CaixaBank_0072__For CaixaBank’s residential real estate transition plan, does the bank define the greenhouse-gas emissions boundary used for tracking financed emissions from mortgages to individuals, specifying which scopes are included?",,CaixaBank,CaixaBank,CaixaBank,"For CaixaBank’s residential real estate transition plan, does the bank define the greenhouse-gas emissions boundary used for tracking financed emissions from mortgages to individuals, specifying which scopes are included?",CaixaBank_0072,CaixaBank_0072,CaixaBank_0072|CaixaBank_0071|CaixaBank_0070|CaixaBank_0041|CaixaBank_0069_intro,1,1.0,both_rank1,100.604,44.05,100.604,42247,2960,58502,6888
ESRS,"CaixaBank__CaixaBank_0074__For CaixaBank’s 2030 target on its shipping portfolio, does the disclosure identify the external decarbonisation pathway used as the benchmark for alignment assessment?",,CaixaBank,CaixaBank,CaixaBank,"For CaixaBank’s 2030 target on its shipping portfolio, does the disclosure identify the external decarbonisation pathway used as the benchmark for alignment assessment?",CaixaBank_0074,CaixaBank_0041,CaixaBank_0074|CaixaBank_0041|CaixaBank_0073_intro|CaixaBank_0077|CaixaBank_0005,0,1.0,mrr_rank1_only,162.409,32.492,162.409,36605,2076,115522,12308
ESRS,"CaixaBank__CaixaBank_0075__In its sectoral transition actions with customers for the naval industry, does CaixaBank explicitly commit to progressively limiting its exposure to assets not aligned with the Poseidon Principles, including considering de-risking such positions?",,CaixaBank,CaixaBank,CaixaBank,"In its sectoral transition actions with customers for the naval industry, does CaixaBank explicitly commit to progressively limiting its exposure to assets not aligned with the Poseidon Principles, including considering de-risking such positions?",CaixaBank_0075,CaixaBank_0077,CaixaBank_0075|CaixaBank_0077|CaixaBank_0041|CaixaBank_0079|CaixaBank_0122,0,1.0,mrr_rank1_only,236.939,46.591,236.939,42061,3054,123408,16691
ESRS,"CaixaBank__CaixaBank_0077__For CaixaBank’s 2030 decarbonisation objective covering airline owners/operators, does the disclosure define the greenhouse gas boundary by specifying the inventory scope and the precise operational emission source included?",,CaixaBank,CaixaBank,CaixaBank,"For CaixaBank’s 2030 decarbonisation objective covering airline owners/operators, does the disclosure define the greenhouse gas boundary by specifying the inventory scope and the precise operational emission source included?",CaixaBank_0077,CaixaBank_0077,CaixaBank_0077|CaixaBank_0041|CaixaBank_0076_intro|CaixaBank_0126|CaixaBank_0007,1,1.0,both_rank1,244.182,46.781,244.181,42031,2692,128391,15210
ESRS,CaixaBank__CaixaBank_0081__Has CaixaBank disclosed that its 2030 customer-knowledge objective is qualitative and supported by a defined 12‑month timeline with staged engagement activities for key pork and beef clients?,,CaixaBank,CaixaBank,CaixaBank,Has CaixaBank disclosed that its 2030 customer-knowledge objective is qualitative and supported by a defined 12‑month timeline with staged engagement activities for key pork and beef clients?,CaixaBank_0081,CaixaBank_0081,CaixaBank_0081|CaixaBank_0082|CaixaBank_0041|CaixaBank_0122|CaixaBank_0007,1,1.0,both_rank1,247.708,82.036,247.708,46054,4784,132733,16199
ESRS,"CaixaBank__CaixaBank_0087__Does CaixaBank commit to re-evaluate potential post-2050 locked-in emissions from its financing and investment portfolio once counterparties provide ESRS-aligned information and, if these exposures are assessed as material, to put in place a dedicated plan to measure and manage them?",,CaixaBank,CaixaBank,CaixaBank,"Does CaixaBank commit to re-evaluate potential post-2050 locked-in emissions from its financing and investment portfolio once counterparties provide ESRS-aligned information and, if these exposures are assessed as material, to put in place a dedicated plan to measure and manage them?",CaixaBank_0087,CaixaBank_0087,CaixaBank_0087|CaixaBank_0122|CaixaBank_0041|CaixaBank_0121|CaixaBank_0007,1,1.0,both_rank1,259.255,111.938,259.255,57403,8725,152685,18779
ESRS,"CaixaBank__CaixaBank_0088__For the insurance business’s corporate investment portfolio financed emissions, does CaixaBank state where the investee data used for the calculation come from?",,CaixaBank,CaixaBank,CaixaBank,"For the insurance business’s corporate investment portfolio financed emissions, does CaixaBank state where the investee data used for the calculation come from?",CaixaBank_0088,CaixaBank_0088,CaixaBank_0088|CaixaBank_0085|CaixaBank_0042|CaixaBank_0032|CaixaBank_0043,1,1.0,both_rank1,112.19,93.14,112.19,51301,6518,57934,7898
ESRS,"CaixaBank__CaixaBank_0098__In CaixaBank’s 2024 disclosure on energy sourcing, does it indicate any quantity of purchased or otherwise acquired electricity, heat, steam, or cooling originating from fossil fuels, and if so, what volume is stated?",,CaixaBank,CaixaBank,CaixaBank,"In CaixaBank’s 2024 disclosure on energy sourcing, does it indicate any quantity of purchased or otherwise acquired electricity, heat, steam, or cooling originating from fossil fuels, and if so, what volume is stated?",CaixaBank_0098,CaixaBank_0098,CaixaBank_0098|CaixaBank_0097_intro|CaixaBank_0007,1,1.0,both_rank1,176.338,63.138,176.338,43155,3916,106478,11563
ESRS,"CaixaBank__CaixaBank_0099__For ESRS disclosures on the defined scope of policies and actions, does CaixaBank state that its Sustainable Mobility Plan spans both internal business travel and the external mobility of stakeholders (employees, customers, and suppliers)?",,CaixaBank,CaixaBank,CaixaBank,"For ESRS disclosures on the defined scope of policies and actions, does CaixaBank state that its Sustainable Mobility Plan spans both internal business travel and the external mobility of stakeholders (employees, customers, and suppliers)?",CaixaBank_0099,CaixaBank_0106,CaixaBank_0106|CaixaBank_0105|CaixaBank_0005|CaixaBank_0039|CaixaBank_0007,0,,both_fail,273.767,273.766,256.115,191563,19073,175596,18049
ESRS,"CaixaBank__CaixaBank_0102__For ESRS-style resource-use disclosures, has CaixaBank clearly defined the reporting perimeter for its paper-use indicators and furnished a multi‑year series showing both absolute A4 usage and an employee-normalised figure?",,CaixaBank,CaixaBank,CaixaBank,"For ESRS-style resource-use disclosures, has CaixaBank clearly defined the reporting perimeter for its paper-use indicators and furnished a multi‑year series showing both absolute A4 usage and an employee-normalised figure?",CaixaBank_0102,CaixaBank_0003,CaixaBank_0003|CaixaBank_0007,0,,both_fail,108.646,108.646,100.35,104380,6205,101133,5787
ESRS,"CaixaBank__CaixaBank_0108__For CaixaBank and in the context of ESRS S1 disclosures on equal pay for equal work, what adjusted gender pay gap value is reported for the period?",,CaixaBank,CaixaBank,CaixaBank,"For CaixaBank and in the context of ESRS S1 disclosures on equal pay for equal work, what adjusted gender pay gap value is reported for the period?",CaixaBank_0108,CaixaBank_0109,CaixaBank_0109|CaixaBank_0108,0,2.0,mrr_lower_only,64.525,21.39,64.525,51214,1158,122714,3561
ESRS,"CaixaBank__CaixaBank_0111__For ESRS S4 customer grievance governance, does CaixaBank state that its Customer Service Department (SAC) provides an annual report on complaints to the Board of Directors?",,CaixaBank,CaixaBank,CaixaBank,"For ESRS S4 customer grievance governance, does CaixaBank state that its Customer Service Department (SAC) provides an annual report on complaints to the Board of Directors?",CaixaBank_0111,CaixaBank_0111,CaixaBank_0111|CaixaBank_0004|CaixaBank_0003|CaixaBank_0112,1,1.0,both_rank1,161.969,16.101,161.968,49567,813,202501,8210
ESRS,CaixaBank__CaixaBank_0113__Does CaixaBank disclose that the results of its annual conduct and compliance risk review are fed into its Double Materiality assessment for business conduct?,,CaixaBank,CaixaBank,CaixaBank,Does CaixaBank disclose that the results of its annual conduct and compliance risk review are fed into its Double Materiality assessment for business conduct?,CaixaBank_0113,CaixaBank_0112,CaixaBank_0112|CaixaBank_0113|CaixaBank_0006|CaixaBank_0004|CaixaBank_0114,0,2.0,mrr_lower_only,88.207,15.551,88.207,26195,1018,150056,5743
ESRS,"CaixaBank__CaixaBank_0114__Under CaixaBank’s Internal Rules governing conduct in the securities markets, must covered individuals channel their own securities dealings through CaixaBank and refrain from speculative or short‑term personal trading?",,CaixaBank,CaixaBank,CaixaBank,"Under CaixaBank’s Internal Rules governing conduct in the securities markets, must covered individuals channel their own securities dealings through CaixaBank and refrain from speculative or short‑term personal trading?",CaixaBank_0114,CaixaBank_0114,CaixaBank_0114|CaixaBank_0115|CaixaBank_0112,1,1.0,both_rank1,91.061,15.151,91.061,34306,950,118438,5510
ESRS,"CaixaBank__CaixaBank_0116__For CaixaBank, what is the reported number of convictions for breaches of anti-corruption and bribery legislation in 2024?",,CaixaBank,CaixaBank,CaixaBank,"For CaixaBank, what is the reported number of convictions for breaches of anti-corruption and bribery legislation in 2024?",CaixaBank_0116,CaixaBank_0116,CaixaBank_0116|CaixaBank_0115|CaixaBank_0114|CaixaBank_0112|CaixaBank_0000,1,1.0,both_rank1,107.093,23.832,107.093,29574,1536,157259,7099
